Animal ID,Herd,Frequency,Sex,Source,EntryDate,ENTRY_MONTH,ENTRY_BIOYR,DOB,AgeatEntry,DLS,DateLastSeen,AgeLastSeen,Dead,END_BIOYR,Mortality Date,MORT_BIOYR,Cause,CollarEnd,EndPopulation,EweGroup,Comments,ToothAge
14IM46,Imnaha,151.55,F,R,12/7/2014,12,2014,5/15/2010,4.6,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14IM53,Imnaha,151.46,F,R,12/7/2014,12,2014,5/15/2010,4.6,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14IM56,Imnaha,151.86,F,R,12/7/2014,12,2014,5/15/2009,5.6,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
14IM62,Imnaha,151.54,F,R,12/7/2014,12,2014,5/15/2012,2.6,4/11/2015,16-Jul-15,3.2,0,2015,,,,,,,,No
14IM74,Imnaha,151.47,M,R,12/7/2014,12,2014,5/15/2006,8.6,1/2/2015,02-Jan-15,8.6,1,2014,02-Jan-15,2014,UNK,,,,,No
14LO51,Lostine,151.68,F,R,12/16/2014,12,2014,5/15/2010,4.6,4/12/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14LO55,Lostine,,F,R,12/30/2014,12,2014,5/15/2013,1.6,4/12/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14LO08,Lostine,,F,R,12/31/2014,12,2014,5/15/2014,0.6,4/12/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS11,Asotin,150.49,M,R,1/14/2015,1,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15AS12,Asotin,151.18,F,R,1/14/2015,1,2014,5/15/2013,1.7,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
15AS13,Asotin,150.97,F,R,1/14/2015,1,2014,5/15/2004,10.7,1/16/2015,16-Jan-15,10.7,1,2014,16-Jan-15,2014,HU,,,,,Yes
15LO06,Lostine,151.61,F,R,1/21/2015,1,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15LO13,Lostine,,M,R,1/21/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO54,Lostine,,F,R,1/21/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO07,Lostine,,F,R,1/29/2015,1,2014,5/15/2013,1.7,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
15LO25,Lostine,,M,R,1/29/2015,1,2014,5/15/2013,1.7,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
15LO52,Lostine,,M,R,1/29/2015,1,2014,5/15/2012,2.7,4/11/2015,16-Jul-15,3.2,0,2015,,,,,,,,No
15LO64,Lostine,,M,R,1/29/2015,1,2014,5/15/2013,1.7,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
15BB01,Black Butte,150.26,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BB25,Black Butte,151.55,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BB66,Black Butte,150.81,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BB68,Black Butte,151.54,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BB69,Black Butte,150.68,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15MV14,Mountain View,,F,R,2/4/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15MV30,Mountain View,150.74,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15MV31,Mountain View,150.66,F,R,2/4/2015,2,2014,5/15/2010,4.7,2/8/2015,08-Feb-15,4.7,1,2014,09-Feb-15,2014,PN,,,,,No
15MV32,Mountain View,150.78,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15MV46,Mountain View,151.47,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15MV47,Mountain View,150.23,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15MV48,Mountain View,151.16,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15MV60,Mountain View,150.55,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15MV61,Mountain View,151.25,F,R,2/4/2015,2,2014,5/15/2013,1.7,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
15MV62,Mountain View,151.21,F,R,2/4/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BC06,Big Canyon,151.57,F,R,2/5/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BC33,Big Canyon,150.57,F,R,2/5/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BC37,Big Canyon,151.53,F,R,2/5/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BC39,Big Canyon,151.59,F,R,2/5/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BC45,Big Canyon,150.46,F,R,2/5/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15BC90,Big Canyon,151.08,F,R,2/5/2015,2,2014,5/15/2010,4.7,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
15LO63,Lostine,150.23,F,R,2/12/2015,2,2014,5/15/2013,1.7,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
15LO15,Lostine,,F,R,2/25/2015,2,2014,5/15/2014,0.8,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO16,Lostine,,F,R,2/25/2015,2,2014,5/15/2014,0.8,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO21,Lostine,,M,R,2/25/2015,2,2014,5/15/2013,1.8,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
15LO10,Lostine,,F,R,4/9/2015,4,2014,5/15/2014,0.9,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO12,Lostine,,M,R,4/16/2015,4,2014,5/15/2014,0.9,4/29/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO60,Lostine,,F,R,4/16/2015,4,2014,5/15/2014,0.9,4/29/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO67,Lostine,,F,R,4/16/2015,4,2014,5/15/2014,0.9,4/29/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
13AS17,Asotin,,M,R,11/8/2013,11,2013,5/15/2012,1.5,4/11/2015,16-Jul-15,3.2,0,2015,,,,,,,Floppy,No
14AS15,Asotin,,F,R,2/25/2014,2,2013,5/15/2013,0.8,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14AS18,Asotin,,M,R,2/25/2014,2,2013,5/15/2013,0.8,11/11/2014,11-Nov-14,1.5,2,2014,,,HU,,,,Transferred to SDSU,No
14AS20,Asotin,,F,R,2/25/2014,2,2013,5/15/2013,0.8,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14AS21,Asotin,,F,R,2/25/2014,2,2013,5/15/2013,0.8,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14AS23,Asotin,,M,R,2/25/2014,2,2013,5/15/2013,0.8,10/3/2014,03-Oct-14,1.4,2,2014,,,DC,,,,No collar,No
14AS24,Asotin,,M,R,2/25/2014,2,2013,5/15/2013,0.8,2/25/2014,25-Feb-14,0.8,2,2013,,,DC,,,,Never seen after capture,No
14AS41,Asotin,,F,R,2/25/2014,2,2013,5/15/2013,0.8,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14AS45,Asotin,,M,R,2/25/2014,2,2013,5/15/2013,0.8,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14AS51,Asotin,,F,R,2/25/2014,2,2013,5/15/2013,0.8,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14AS55,Asotin,,M,R,11/11/2014,11,2014,5/15/2012,2.5,11/11/2014,11-Nov-14,2.5,2,2014,,,,,,,moved to captivity SDSU,No
14AS59,Asotin,,M,R,11/19/2014,11,2014,5/15/2008,6.5,11/19/2014,19-Nov-14,6.5,2,2014,,,,,,,"moved to captivity WSU, died",No
15AS02,Asotin,,F,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS03,Asotin,,F,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS04,Asotin,,M,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS05,Asotin,,F,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS06,Asotin,,F,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS07,Asotin,,F,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS09,Asotin,,M,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS18,Asotin,,M,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15AS20,Asotin,,F,R,1/14/2015,1,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15BB67,Black Butte,,M,R,2/4/2015,2,2014,5/15/2014,0.7,2/4/2015,04-Feb-15,0.7,2,2014,,,DC,,,,Never seen after capture,No
15MV11,Mountain View,,M,R,2/4/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15MV13,Mountain View,,M,R,2/4/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15MV17,Mountain View,,M,R,2/4/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15MV63,Mountain View,,F,R,2/4/2015,2,2014,5/15/2011,3.7,2/4/2015,04-Feb-15,3.7,1,2014,04-Feb-15,2014,HU,,,,,No
15BC19,Big Canyon,,M,R,2/5/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15BC43,Big Canyon,,M,R,2/5/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15SM28,Sheep Mountain,,F,R,2/5/2015,2,2014,5/15/2004,10.7,2/5/2015,05-Feb-15,10.7,2,2014,,,Transferred to SDSU,,,,,No
15LO14,Lostine,,F,R,2/12/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO57,Lostine,,M,R,2/12/2015,2,2014,5/15/2014,0.7,4/11/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
15LO66,Lostine,,F,R,2/12/2015,2,2014,5/15/2010,4.8,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
